Base,Comm,Agent_number,Dataset,Pred_length,MSE,MAE
Hete,star,20,AQShunyi,720,0.7389885783195496,0.53543621301651
Hete,star,4,AQShunyi,96,0.7291526794433594,0.504813551902771
Hete,star,8,AQShunyi,720,0.7291301488876343,0.5331761240959167
Hete,star,24,AQShunyi,336,0.6726705431938171,0.5082087516784668
Hete,star,12,AQShunyi,720,0.7342497706413269,0.5340441465377808
Hete,star,12,AQShunyi,336,0.6683695912361145,0.5060886740684509
Hete,star,20,AQShunyi,192,0.6985205411911011,0.5028020143508911
Hete,star,24,AQShunyi,192,0.6972628831863403,0.5033480525016785
Hete,star,16,AQShunyi,336,0.6684483885765076,0.5071619153022766
Hete,star,8,AQWan,336,0.7792498469352722,0.5028842091560364
Hete,star,16,AQWan,192,0.7994613647460938,0.49616897106170654
Hete,star,4,AQWan,192,0.8003116846084595,0.4973524212837219
Hete,star,16,AQWan,96,0.8107768893241882,0.49377644062042236
Hete,star,20,AQWan,96,0.8144102096557617,0.49046599864959717
Hete,star,4,AQWan,720,0.8725841045379639,0.5358772277832031
Hete,star,20,AQWan,336,0.7762351632118225,0.5020310282707214
Hete,star,8,AQWan,192,0.7995257377624512,0.4968363344669342
Hete,star,24,AQWan,96,0.8144672513008118,0.4933074712753296
Hete,star,24,AQWan,720,0.8579577207565308,0.532963216304779
Hete,star,4,AQWan,336,0.7804791927337646,0.5042811632156372
Hete,star,12,AQWan,96,0.8050540089607239,0.49058276414871216
Hete,star,12,AQWan,192,0.7958665490150452,0.4954666197299957
Hete,star,8,AQWan,96,0.8089607357978821,0.4900554418563843
Hete,star,16,AQWan,720,0.8563993573188782,0.5324901342391968
Hete,star,20,AQWan,720,0.8676846623420715,0.5344200134277344
Hete,star,4,AQWan,96,0.8051904439926147,0.491802453994751
Hete,star,8,AQWan,720,0.8650414943695068,0.533879816532135
Hete,star,24,AQWan,336,0.7730811238288879,0.5011696815490723
Hete,star,12,AQWan,720,0.8603221774101257,0.5327480435371399
Hete,star,12,AQWan,336,0.7670907378196716,0.4989061951637268
Hete,star,20,AQWan,192,0.7939817309379578,0.4953933358192444
Hete,star,24,AQWan,192,0.7998144626617432,0.4972986876964569
Hete,star,16,AQWan,336,0.7710602879524231,0.5009770393371582
Hete,star,8,CzeLan,336,0.23682242631912231,0.2832672595977783
Hete,star,16,CzeLan,192,0.22014077007770538,0.2639831304550171
Hete,star,4,CzeLan,192,0.23437760770320892,0.2766427993774414
Hete,star,16,CzeLan,96,0.20812168717384338,0.25478678941726685
Hete,star,20,CzeLan,96,0.2087363451719284,0.25218257308006287
Hete,star,4,CzeLan,720,0.2599656581878662,0.30646222829818726
Hete,star,20,CzeLan,336,0.24257050454616547,0.2889178693294525
Hete,star,8,CzeLan,192,0.21685680747032166,0.2596430480480194
Hete,star,24,CzeLan,96,0.21221329271793365,0.2564394474029541
Hete,star,24,CzeLan,720,0.25248652696609497,0.2988218069076538
Hete,star,4,CzeLan,336,0.24250410497188568,0.2858010232448578
Hete,star,12,CzeLan,96,0.21077387034893036,0.25772497057914734
Hete,star,12,CzeLan,192,0.2328910082578659,0.275078684091568
Hete,star,8,CzeLan,96,0.21074944734573364,0.25617024302482605
Hete,star,16,CzeLan,720,0.2474047988653183,0.29308027029037476
Hete,star,20,CzeLan,720,0.2479618787765503,0.2987540662288666
Hete,star,4,CzeLan,96,0.20714381337165833,0.2559873163700104
Hete,star,8,CzeLan,720,0.2561011016368866,0.30273666977882385
Hete,star,24,CzeLan,336,0.24676163494586945,0.2923806309700012
Hete,star,12,CzeLan,720,0.247084841132164,0.2954316735267639
Hete,star,12,CzeLan,336,0.23688380420207977,0.28770095109939575
Hete,star,20,CzeLan,192,0.22231151163578033,0.2646513283252716
Hete,star,24,CzeLan,192,0.22742004692554474,0.2732861340045929
Hete,star,16,CzeLan,336,0.25169408321380615,0.2944008409976959
Hete,star,8,ETTh1,336,0.4442494809627533,0.44260475039482117
Hete,star,16,ETTh1,192,0.4350431561470032,0.4273900091648102
Hete,star,4,ETTh1,192,0.4306844174861908,0.4236976206302643
Hete,star,16,ETTh1,96,0.3852751851081848,0.3998171389102936
Hete,star,20,ETTh1,96,0.3938785195350647,0.40227431058883667
Hete,star,4,ETTh1,720,0.505953311920166,0.5012584924697876
Hete,star,20,ETTh1,336,0.44860517978668213,0.4456748068332672
Hete,star,8,ETTh1,192,0.43313348293304443,0.4257020354270935
Hete,star,24,ETTh1,96,0.39034903049468994,0.40094709396362305
Hete,star,24,ETTh1,720,0.49378424882888794,0.4889267086982727
Hete,star,4,ETTh1,336,0.44484609365463257,0.44351834058761597
Hete,star,12,ETTh1,96,0.3855680227279663,0.3996908962726593
Hete,star,12,ETTh1,192,0.43294668197631836,0.42656558752059937
Hete,star,8,ETTh1,96,0.3857422471046448,0.400727242231369
Hete,star,16,ETTh1,720,0.49876686930656433,0.49298155307769775
Hete,star,20,ETTh1,720,0.49053627252578735,0.4879203736782074
Hete,star,4,ETTh1,96,0.3814067542552948,0.39734697341918945
Hete,star,8,ETTh1,720,0.488595575094223,0.4886057674884796
Hete,star,24,ETTh1,336,0.4446501135826111,0.4432055950164795
Hete,star,12,ETTh1,720,0.500373363494873,0.4954284727573395
Hete,star,12,ETTh1,336,0.4456157088279724,0.4441056251525879
Hete,star,20,ETTh1,192,0.4298930764198303,0.4247879087924957
Hete,star,24,ETTh1,192,0.4422047436237335,0.43320465087890625
Hete,star,16,ETTh1,336,0.4480610191822052,0.44516199827194214
Hete,star,8,ETTh2,336,0.3813353180885315,0.4108513295650482
Hete,star,16,ETTh2,192,0.3663986325263977,0.3945702016353607
Hete,star,4,ETTh2,192,0.3750198185443878,0.40128374099731445
Hete,star,16,ETTh2,96,0.28949785232543945,0.3408606946468353
Hete,star,20,ETTh2,96,0.2917613685131073,0.34296682476997375
Hete,star,4,ETTh2,720,0.44427695870399475,0.46713823080062866
Hete,star,20,ETTh2,336,0.37289193272590637,0.4063652753829956
Hete,star,8,ETTh2,192,0.40079689025878906,0.4175417423248291
Hete,star,24,ETTh2,96,0.29114821553230286,0.3422017991542816
Hete,star,24,ETTh2,720,0.4218282401561737,0.45003584027290344
Hete,star,4,ETTh2,336,0.3965480327606201,0.42216041684150696
Hete,star,12,ETTh2,96,0.2911013960838318,0.34272366762161255
Hete,star,12,ETTh2,192,0.37787050008773804,0.401091068983078
Hete,star,8,ETTh2,96,0.291322261095047,0.3424704372882843
Hete,star,16,ETTh2,720,0.42238667607307434,0.4475407898426056
Hete,star,20,ETTh2,720,0.42700886726379395,0.44963815808296204
Hete,star,4,ETTh2,96,0.30090606212615967,0.3495505452156067
Hete,star,8,ETTh2,720,0.44058775901794434,0.46087026596069336
Hete,star,24,ETTh2,336,0.37859615683555603,0.40975531935691833
Hete,star,12,ETTh2,720,0.4741877615451813,0.48028281331062317
Hete,star,12,ETTh2,336,0.3906928598880768,0.4159497618675232
Hete,star,20,ETTh2,192,0.37198787927627563,0.39621180295944214
Hete,star,24,ETTh2,192,0.36209022998809814,0.3927927315235138
Hete,star,16,ETTh2,336,0.3762523829936981,0.4105836749076843
Hete,star,8,ETTm1,336,0.39615947008132935,0.4035797119140625
Hete,star,16,ETTm1,192,0.3474239110946655,0.37696215510368347
Hete,star,4,ETTm1,192,0.36743730306625366,0.381192684173584
Hete,star,16,ETTm1,96,0.3300445079803467,0.3646897077560425
Hete,star,20,ETTm1,96,0.3350470960140228,0.36585941910743713
Hete,star,4,ETTm1,720,0.4303503632545471,0.4264744818210602
Hete,star,20,ETTm1,336,0.39241889119148254,0.4023403227329254
Hete,star,8,ETTm1,192,0.35237202048301697,0.3785547912120819
Hete,star,24,ETTm1,96,0.3312776982784271,0.36445653438568115
Hete,star,24,ETTm1,720,0.45614543557167053,0.4383380115032196
Hete,star,4,ETTm1,336,0.3843783438205719,0.399455726146698
Hete,star,12,ETTm1,96,0.3308299779891968,0.3651466965675354
Hete,star,12,ETTm1,192,0.3558421730995178,0.37992945313453674
Hete,star,8,ETTm1,96,0.3257535994052887,0.3609263002872467
Hete,star,16,ETTm1,720,0.4431922733783722,0.43327099084854126
Hete,star,20,ETTm1,720,0.44274067878723145,0.4308108687400818
Hete,star,4,ETTm1,96,0.33085834980010986,0.36394885182380676
Hete,star,8,ETTm1,720,0.43823763728141785,0.42954394221305847
Hete,star,24,ETTm1,336,0.39858168363571167,0.4042268395423889
Hete,star,12,ETTm1,720,0.43712118268013,0.4285371005535126
Hete,star,12,ETTm1,336,0.38950031995773315,0.40173178911209106
Hete,star,20,ETTm1,192,0.34160488843917847,0.3730376958847046
Hete,star,24,ETTm1,192,0.35242578387260437,0.37933453917503357
Hete,star,16,ETTm1,336,0.3944110572338104,0.40369170904159546
Hete,star,8,ETTm2,336,0.289320170879364,0.33855465054512024
Hete,star,16,ETTm2,192,0.24097256362438202,0.3034873902797699
Hete,star,4,ETTm2,192,0.2461559772491455,0.3060337007045746
Hete,star,16,ETTm2,96,0.18365681171417236,0.2635737955570221
Hete,star,20,ETTm2,96,0.1833217889070511,0.26317283511161804
Hete,star,4,ETTm2,720,0.37813591957092285,0.3996114432811737
Hete,star,20,ETTm2,336,0.28712451457977295,0.3356633186340332
Hete,star,8,ETTm2,192,0.24440041184425354,0.3055918514728546
Hete,star,24,ETTm2,96,0.1793726235628128,0.2620421051979065
Hete,star,24,ETTm2,720,0.40884995460510254,0.4164890944957733
Hete,star,4,ETTm2,336,0.2961229085922241,0.34100696444511414
Hete,star,12,ETTm2,96,0.18101029098033905,0.2631572186946869
Hete,star,12,ETTm2,192,0.24064204096794128,0.3032284677028656
Hete,star,8,ETTm2,96,0.18087553977966309,0.2632655203342438
Hete,star,16,ETTm2,720,0.40839168429374695,0.4161563515663147
Hete,star,20,ETTm2,720,0.40196412801742554,0.4137347340583801
Hete,star,4,ETTm2,96,0.18326003849506378,0.26462969183921814
Hete,star,8,ETTm2,720,0.4016924202442169,0.4133509397506714
Hete,star,24,ETTm2,336,0.28918975591659546,0.3351496160030365
Hete,star,12,ETTm2,720,0.4001369774341583,0.4125736355781555
Hete,star,12,ETTm2,336,0.28731465339660645,0.33705446124076843
Hete,star,20,ETTm2,192,0.23947519063949585,0.30214422941207886
Hete,star,24,ETTm2,192,0.24495112895965576,0.30580952763557434
Hete,star,16,ETTm2,336,0.29473787546157837,0.3398635685443878
Hete,star,8,pm2_5,336,0.38425272703170776,0.40711069107055664
Hete,star,16,pm2_5,192,0.4448814392089844,0.4405229687690735
Hete,star,4,pm2_5,192,0.44598621129989624,0.44141706824302673
Hete,star,16,pm2_5,96,0.44361862540245056,0.4378451704978943
Hete,star,20,pm2_5,96,0.4427439868450165,0.43582814931869507
Hete,star,4,pm2_5,720,0.4129391312599182,0.43587183952331543
Hete,star,20,pm2_5,336,0.3847320079803467,0.4069055914878845
Hete,star,8,pm2_5,192,0.445242315530777,0.4408177435398102
Hete,star,24,pm2_5,96,0.43205946683883667,0.428351491689682
Hete,star,24,pm2_5,720,0.4068264067173004,0.4337467849254608
Hete,star,4,pm2_5,336,0.3945644497871399,0.41679179668426514
Hete,star,12,pm2_5,96,0.43650707602500916,0.42979851365089417
Hete,star,12,pm2_5,192,0.4484078288078308,0.44248607754707336
Hete,star,8,pm2_5,96,0.43911388516426086,0.42995697259902954
Hete,star,16,pm2_5,720,0.38343045115470886,0.41656455397605896
Hete,star,20,pm2_5,720,0.4086292088031769,0.4303188621997833
Hete,star,4,pm2_5,96,0.4449330270290375,0.43624347448349
Hete,star,8,pm2_5,720,0.3906276822090149,0.42527011036872864
Hete,star,24,pm2_5,336,0.3821896016597748,0.4049147367477417
Hete,star,12,pm2_5,720,0.39975181221961975,0.4314447343349457
Hete,star,12,pm2_5,336,0.3896287977695465,0.4082285463809967
Hete,star,20,pm2_5,192,0.43990376591682434,0.43588879704475403
Hete,star,24,pm2_5,192,0.44844523072242737,0.44217392802238464
Hete,star,16,pm2_5,336,0.38383549451828003,0.40751704573631287
Hete,star,8,temp,336,0.17679791152477264,0.3290809094905853
Hete,star,16,temp,192,0.14168955385684967,0.287686824798584
Hete,star,4,temp,192,0.14431732892990112,0.2938285171985626
Hete,star,16,temp,96,0.141609787940979,0.28416740894317627
Hete,star,20,temp,96,0.14106981456279755,0.28366774320602417
Hete,star,4,temp,720,0.2789168059825897,0.408529132604599
Hete,star,20,temp,336,0.16772319376468658,0.3170912265777588
Hete,star,8,temp,192,0.13661076128482819,0.28535977005958557
Hete,star,24,temp,96,0.14002230763435364,0.28255829215049744
Hete,star,24,temp,720,0.21181608736515045,0.35466670989990234
Hete,star,4,temp,336,0.17378470301628113,0.3189050555229187
Hete,star,12,temp,96,0.14365254342556,0.2860424518585205
Hete,star,12,temp,192,0.14289052784442902,0.29048293828964233
Hete,star,8,temp,96,0.14273804426193237,0.2872605323791504
Hete,star,16,temp,720,0.15052427351474762,0.3002752661705017
Hete,star,20,temp,720,0.17903359234333038,0.3292428255081177
Hete,star,4,temp,96,0.1468171924352646,0.29010626673698425
Hete,star,8,temp,720,0.20480658113956451,0.35306859016418457
Hete,star,24,temp,336,0.1619960516691208,0.3148956298828125
Hete,star,12,temp,720,0.24771523475646973,0.38778266310691833
Hete,star,12,temp,336,0.17961008846759796,0.3297560214996338
Hete,star,20,temp,192,0.1417045295238495,0.2891230583190918
Hete,star,24,temp,192,0.13439208269119263,0.2825479209423065
Hete,star,16,temp,336,0.16503894329071045,0.31369805335998535
Hete,star,8,weather,336,0.25426366925239563,0.28686127066612244
Hete,star,16,weather,192,0.20822806656360626,0.2501457929611206
Hete,star,4,weather,192,0.208110049366951,0.2515140771865845
Hete,star,16,weather,96,0.17048099637031555,0.21063804626464844
Hete,star,20,weather,96,0.17044179141521454,0.21183189749717712
Hete,star,4,weather,720,0.3197755217552185,0.33900177478790283
Hete,star,20,weather,336,0.25244131684303284,0.28588441014289856
Hete,star,8,weather,192,0.2064644694328308,0.24866613745689392
Hete,star,24,weather,96,0.17203257977962494,0.21231777966022491
Hete,star,24,weather,720,0.3496861159801483,0.3560805022716522
Hete,star,4,weather,336,0.25046467781066895,0.28538864850997925
Hete,star,12,weather,96,0.1713138222694397,0.21245177090168
Hete,star,12,weather,192,0.20872294902801514,0.24889954924583435
Hete,star,8,weather,96,0.17117172479629517,0.21310389041900635
Hete,star,16,weather,720,0.33436059951782227,0.34573227167129517
Hete,star,20,weather,720,0.32924553751945496,0.34434324502944946
Hete,star,4,weather,96,0.17383113503456116,0.21520665287971497
Hete,star,8,weather,720,0.32967352867126465,0.3447237014770508
Hete,star,24,weather,336,0.251637727022171,0.2851276099681854
Hete,star,12,weather,720,0.35037243366241455,0.3548169732093811
Hete,star,12,weather,336,0.2513987720012665,0.2856214642524719
Hete,star,20,weather,192,0.21006333827972412,0.2518813908100128
Hete,star,24,weather,192,0.208942711353302,0.2505733370780945
Hete,star,16,weather,336,0.25041425228118896,0.28466594219207764
Hete,star,8,ZafNoo,336,0.5568528175354004,0.47481095790863037
Hete,star,16,ZafNoo,192,0.5111684799194336,0.4441092610359192
Hete,star,4,ZafNoo,192,0.5074167847633362,0.4407765865325928
Hete,star,16,ZafNoo,96,0.47515568137168884,0.41755354404449463
Hete,star,20,ZafNoo,96,0.4732116758823395,0.41729047894477844
Hete,star,4,ZafNoo,720,0.5864928364753723,0.5021196603775024
Hete,star,20,ZafNoo,336,0.5536321997642517,0.47519662976264954
Hete,star,8,ZafNoo,192,0.5102751851081848,0.44191673398017883
Hete,star,24,ZafNoo,96,0.4752403795719147,0.4182489216327667
Hete,star,24,ZafNoo,720,0.5735982060432434,0.49762383103370667
Hete,star,4,ZafNoo,336,0.5632874965667725,0.4770335853099823
Hete,star,12,ZafNoo,96,0.47687089443206787,0.41876456141471863
Hete,star,12,ZafNoo,192,0.5201348066329956,0.4493671953678131
Hete,star,8,ZafNoo,96,0.4749777019023895,0.4152759611606598
Hete,star,16,ZafNoo,720,0.5755486488342285,0.504575252532959
Hete,star,20,ZafNoo,720,0.5833307504653931,0.5009261965751648
Hete,star,4,ZafNoo,96,0.4731416702270508,0.41520464420318604
Hete,star,8,ZafNoo,720,0.5735284090042114,0.49827712774276733
Hete,star,24,ZafNoo,336,0.5520923137664795,0.47442492842674255
Hete,star,12,ZafNoo,720,0.5737859606742859,0.49842092394828796
Hete,star,12,ZafNoo,336,0.5490212440490723,0.4730899930000305
Hete,star,20,ZafNoo,192,0.5135542750358582,0.4462999701499939
Hete,star,24,ZafNoo,192,0.5147901773452759,0.4459078907966614
Hete,star,16,ZafNoo,336,0.5482489466667175,0.47333240509033203
Homo,chain,8,AQShunyi,336,0.673865795135498,0.5057805776596069
Homo,chain,16,AQShunyi,192,0.6993002891540527,0.5025421977043152
Homo,chain,4,AQShunyi,192,0.702893078327179,0.5039035677909851
Homo,chain,16,AQShunyi,96,0.729766845703125,0.5041580200195312
Homo,chain,20,AQShunyi,96,0.7152108550071716,0.5004494190216064
Homo,chain,4,AQShunyi,720,0.7340574860572815,0.5340179204940796
Homo,chain,20,AQShunyi,336,0.672720730304718,0.5064138174057007
Homo,chain,8,AQShunyi,192,0.7007665038108826,0.5026867389678955
Homo,chain,24,AQShunyi,96,0.7178987860679626,0.501797616481781
Homo,chain,24,AQShunyi,720,0.7455815672874451,0.5356842875480652
Homo,chain,4,AQShunyi,336,0.6790767312049866,0.5084123015403748
Homo,chain,12,AQShunyi,96,0.7258201837539673,0.5034624338150024
Homo,chain,12,AQShunyi,192,0.6995382905006409,0.5022842884063721
Homo,chain,8,AQShunyi,96,0.7169859409332275,0.5005915760993958
Homo,chain,16,AQShunyi,720,0.7379689812660217,0.5345645546913147
Homo,chain,20,AQShunyi,720,0.7376634478569031,0.5335419178009033
Homo,chain,4,AQShunyi,96,0.7166647911071777,0.5013827085494995
Homo,chain,8,AQShunyi,720,0.7387682795524597,0.5354980230331421
Homo,chain,24,AQShunyi,336,0.6750138998031616,0.5062918066978455
Homo,chain,12,AQShunyi,720,0.737686038017273,0.5342912673950195
Homo,chain,12,AQShunyi,336,0.6705279350280762,0.5049881935119629
Homo,chain,20,AQShunyi,192,0.699897289276123,0.5029722452163696
Homo,chain,24,AQShunyi,192,0.70001620054245,0.502586305141449
Homo,chain,16,AQShunyi,336,0.672525942325592,0.5058265924453735
Homo,chain,8,AQWan,336,0.7653709053993225,0.49660757184028625
Homo,chain,16,AQWan,192,0.7984477281570435,0.4946596026420593
Homo,chain,4,AQWan,192,0.8013181090354919,0.4954037368297577
Homo,chain,16,AQWan,96,0.8148807883262634,0.4925898313522339
Homo,chain,20,AQWan,96,0.8155260682106018,0.4936811923980713
Homo,chain,4,AQWan,720,0.8656813502311707,0.5336715579032898
Homo,chain,20,AQWan,336,0.7697800397872925,0.49799802899360657
Homo,chain,8,AQWan,192,0.7983520030975342,0.494552344083786
Homo,chain,24,AQWan,96,0.8089302182197571,0.49133092164993286
Homo,chain,24,AQWan,720,0.8654294610023499,0.5322777032852173
Homo,chain,4,AQWan,336,0.7785372734069824,0.5010169148445129
Homo,chain,12,AQWan,96,0.8133656978607178,0.4924470782279968
Homo,chain,12,AQWan,192,0.7974299788475037,0.49457335472106934
Homo,chain,8,AQWan,96,0.805351972579956,0.48933422565460205
Homo,chain,16,AQWan,720,0.8652843236923218,0.5310846567153931
Homo,chain,20,AQWan,720,0.8709124326705933,0.5337153077125549
Homo,chain,4,AQWan,96,0.8067173361778259,0.49150657653808594
Homo,chain,8,AQWan,720,0.8598594665527344,0.5308803915977478
Homo,chain,24,AQWan,336,0.7747008204460144,0.4979543089866638
Homo,chain,12,AQWan,720,0.8650081157684326,0.5302291512489319
Homo,chain,12,AQWan,336,0.7676956057548523,0.4973737895488739
Homo,chain,20,AQWan,192,0.7976508736610413,0.49521735310554504
Homo,chain,24,AQWan,192,0.8000906705856323,0.4955465495586395
Homo,chain,16,AQWan,336,0.7696589827537537,0.49764925241470337
Homo,chain,8,CzeLan,336,0.2393372505903244,0.28219878673553467
Homo,chain,16,CzeLan,192,0.22305867075920105,0.26851359009742737
Homo,chain,4,CzeLan,192,0.22370299696922302,0.26747024059295654
Homo,chain,16,CzeLan,96,0.20516785979270935,0.251884788274765
Homo,chain,20,CzeLan,96,0.20445150136947632,0.24933315813541412
Homo,chain,4,CzeLan,720,0.25600263476371765,0.30513980984687805
Homo,chain,20,CzeLan,336,0.23561103641986847,0.2849943935871124
Homo,chain,8,CzeLan,192,0.2162162810564041,0.2607472538948059
Homo,chain,24,CzeLan,96,0.20724838972091675,0.2533520758152008
Homo,chain,24,CzeLan,720,0.24816018342971802,0.29796597361564636
Homo,chain,4,CzeLan,336,0.23320654034614563,0.2830883264541626
Homo,chain,12,CzeLan,96,0.20287267863750458,0.25174105167388916
Homo,chain,12,CzeLan,192,0.22728785872459412,0.26897022128105164
Homo,chain,8,CzeLan,96,0.1991645246744156,0.24769741296768188
Homo,chain,16,CzeLan,720,0.2519895136356354,0.3016347885131836
Homo,chain,20,CzeLan,720,0.25221341848373413,0.2991723120212555
Homo,chain,4,CzeLan,96,0.20612582564353943,0.2534470856189728
Homo,chain,8,CzeLan,720,0.25137588381767273,0.2995757758617401
Homo,chain,24,CzeLan,336,0.24919037520885468,0.2975110411643982
Homo,chain,12,CzeLan,720,0.25222739577293396,0.3037710189819336
Homo,chain,12,CzeLan,336,0.24447989463806152,0.294231653213501
Homo,chain,20,CzeLan,192,0.2236715406179428,0.265148401260376
Homo,chain,24,CzeLan,192,0.226933553814888,0.27102014422416687
Homo,chain,16,CzeLan,336,0.2336396425962448,0.2842347025871277
Homo,chain,8,ETTh1,336,0.4456122815608978,0.4440009295940399
Homo,chain,16,ETTh1,192,0.4326319694519043,0.4261634349822998
Homo,chain,4,ETTh1,192,0.4297254979610443,0.42524510622024536
Homo,chain,16,ETTh1,96,0.38977789878845215,0.40299883484840393
Homo,chain,20,ETTh1,96,0.385929673910141,0.4003885090351105
Homo,chain,4,ETTh1,720,0.4821106791496277,0.4867337942123413
Homo,chain,20,ETTh1,336,0.44593092799186707,0.44389858841896057
Homo,chain,8,ETTh1,192,0.4295969009399414,0.4255368411540985
Homo,chain,24,ETTh1,96,0.388354629278183,0.3997794985771179
Homo,chain,24,ETTh1,720,0.507013738155365,0.4960458278656006
Homo,chain,4,ETTh1,336,0.4450017809867859,0.4428345561027527
Homo,chain,12,ETTh1,96,0.3875673711299896,0.4025324881076813
Homo,chain,12,ETTh1,192,0.43239256739616394,0.42607229948043823
Homo,chain,8,ETTh1,96,0.38434314727783203,0.39955416321754456
Homo,chain,16,ETTh1,720,0.48924168944358826,0.48828479647636414
Homo,chain,20,ETTh1,720,0.49332475662231445,0.4883604347705841
Homo,chain,4,ETTh1,96,0.38200056552886963,0.3976128101348877
Homo,chain,8,ETTh1,720,0.4942237138748169,0.49218496680259705
Homo,chain,24,ETTh1,336,0.44530797004699707,0.4434337019920349
Homo,chain,12,ETTh1,720,0.49547508358955383,0.48964470624923706
Homo,chain,12,ETTh1,336,0.44589847326278687,0.44312962889671326
Homo,chain,20,ETTh1,192,0.43015623092651367,0.4253404438495636
Homo,chain,24,ETTh1,192,0.4332355856895447,0.42651230096817017
Homo,chain,16,ETTh1,336,0.4462569057941437,0.44298967719078064
Homo,chain,8,ETTh2,336,0.3785493075847626,0.40908515453338623
Homo,chain,16,ETTh2,192,0.36601024866104126,0.39239636063575745
Homo,chain,4,ETTh2,192,0.38945257663726807,0.4072662591934204
Homo,chain,16,ETTh2,96,0.29254430532455444,0.34302669763565063
Homo,chain,20,ETTh2,96,0.2920316457748413,0.34263333678245544
Homo,chain,4,ETTh2,720,0.4291972517967224,0.4552302956581116
Homo,chain,20,ETTh2,336,0.3776727616786957,0.4084986746311188
Homo,chain,8,ETTh2,192,0.3868027627468109,0.40791648626327515
Homo,chain,24,ETTh2,96,0.2923222780227661,0.3419661223888397
Homo,chain,24,ETTh2,720,0.42809122800827026,0.45372986793518066
Homo,chain,4,ETTh2,336,0.3808986246585846,0.4110512435436249
Homo,chain,12,ETTh2,96,0.2941509187221527,0.34395334124565125
Homo,chain,12,ETTh2,192,0.36357641220092773,0.3914302885532379
Homo,chain,8,ETTh2,96,0.2946587800979614,0.34321752190589905
Homo,chain,16,ETTh2,720,0.41085463762283325,0.44250059127807617
Homo,chain,20,ETTh2,720,0.40727442502975464,0.44009071588516235
Homo,chain,4,ETTh2,96,0.29545706510543823,0.3447664678096771
Homo,chain,8,ETTh2,720,0.42008352279663086,0.4494960606098175
Homo,chain,24,ETTh2,336,0.37643539905548096,0.4083821475505829
Homo,chain,12,ETTh2,720,0.4103376269340515,0.44190773367881775
Homo,chain,12,ETTh2,336,0.38294944167137146,0.4123583436012268
Homo,chain,20,ETTh2,192,0.38195374608039856,0.40201401710510254
Homo,chain,24,ETTh2,192,0.3675980865955353,0.3937532603740692
Homo,chain,16,ETTh2,336,0.4133054316043854,0.4268493354320526
Homo,chain,8,ETTm1,336,0.37704890966415405,0.39605042338371277
Homo,chain,16,ETTm1,192,0.3486780822277069,0.37598109245300293
Homo,chain,4,ETTm1,192,0.341274619102478,0.3726346790790558
Homo,chain,16,ETTm1,96,0.32360970973968506,0.36078155040740967
Homo,chain,20,ETTm1,96,0.3264133930206299,0.3615154027938843
Homo,chain,4,ETTm1,720,0.4333415925502777,0.42895954847335815
Homo,chain,20,ETTm1,336,0.40080517530441284,0.40832284092903137
Homo,chain,8,ETTm1,192,0.34537622332572937,0.3747633099555969
Homo,chain,24,ETTm1,96,0.32621487975120544,0.3617437481880188
Homo,chain,24,ETTm1,720,0.4571794271469116,0.44030091166496277
Homo,chain,4,ETTm1,336,0.3742772340774536,0.39419689774513245
Homo,chain,12,ETTm1,96,0.3253444731235504,0.36296316981315613
Homo,chain,12,ETTm1,192,0.3439640998840332,0.37340548634529114
Homo,chain,8,ETTm1,96,0.32960766553878784,0.3647584617137909
Homo,chain,16,ETTm1,720,0.44896209239959717,0.43557387590408325
Homo,chain,20,ETTm1,720,0.4527747929096222,0.4383183717727661
Homo,chain,4,ETTm1,96,0.326140433549881,0.3626856803894043
Homo,chain,8,ETTm1,720,0.4465876817703247,0.43360602855682373
Homo,chain,24,ETTm1,336,0.4231790602207184,0.41508811712265015
Homo,chain,12,ETTm1,720,0.44968244433403015,0.4359631836414337
Homo,chain,12,ETTm1,336,0.38060814142227173,0.3978009819984436
Homo,chain,20,ETTm1,192,0.34627997875213623,0.37625497579574585
Homo,chain,24,ETTm1,192,0.34636104106903076,0.37418046593666077
Homo,chain,16,ETTm1,336,0.3864201009273529,0.3991321325302124
Homo,chain,8,ETTm2,336,0.28224143385887146,0.3328781723976135
Homo,chain,16,ETTm2,192,0.2430528700351715,0.30449560284614563
Homo,chain,4,ETTm2,192,0.24943113327026367,0.30746400356292725
Homo,chain,16,ETTm2,96,0.18203958868980408,0.2623852491378784
Homo,chain,20,ETTm2,96,0.17825643718242645,0.2611115872859955
Homo,chain,4,ETTm2,720,0.37431755661964417,0.3951427638530731
Homo,chain,20,ETTm2,336,0.28373679518699646,0.3334556818008423
Homo,chain,8,ETTm2,192,0.24301697313785553,0.3050529658794403
Homo,chain,24,ETTm2,96,0.18179133534431458,0.26264142990112305
Homo,chain,24,ETTm2,720,0.3996414244174957,0.4116200804710388
Homo,chain,4,ETTm2,336,0.2855440676212311,0.33411458134651184
Homo,chain,12,ETTm2,96,0.1820565164089203,0.2625846862792969
Homo,chain,12,ETTm2,192,0.24197816848754883,0.3035099506378174
Homo,chain,8,ETTm2,96,0.18083076179027557,0.2619054913520813
Homo,chain,16,ETTm2,720,0.398191899061203,0.40995362401008606
Homo,chain,20,ETTm2,720,0.41183561086654663,0.41650131344795227
Homo,chain,4,ETTm2,96,0.17929142713546753,0.2631613314151764
Homo,chain,8,ETTm2,720,0.3870725631713867,0.40363943576812744
